rank,username,digg_profile_username,display_name,role,cohort,tech_ranked_followers,gravity,score,followers_count,bio,x_id,github_url,previous_rank,rank_change,category_rank,category_confidence,vibe_distribution,vibe_tweet_count,is_new_entrant,is_emerging_startup,emerging_reasoning,classification_tldr,cohort_rank,digg_url,x_url
826,willknight,willknight,Will Knight,Creator,tech,119,1.57,119,21890,"hi. my name is pronounced ""wee-all"".
I cover AI, robotics, and things @WIRED
wak.01 on signal (no pr pitches!)
https://www.wired.com/newsletter/exc...",4157611,,618,-208,37,9,"{'troll': 0, 'banter': 2.8, 'hopeful': 9.6, 'humorous': 15.7, 'teaching': 8.6, 'combative': 0, 'informing': 32.9, 'announcing': 7.2, 'supportive': 9.4, 'provocative': 11.2, 'devils_advocate': 2.6}",200,False,False,,,325,https://digg.com/u/x/willknight,https://x.com/willknight
827,blader,blader,Siqi Chen,Founder,tech,119,1.57,119,266234,"🏗️ Love to build (@runwayco @sandboxvr @zynga) people love
💸 Investor @mercury @owner @elevenlabsio @meetgamma @sfcompute @turingcom @recallai @eig...",4468111,https://github.com/blader,,,119,8.5,{},0,False,False,,,326,https://digg.com/u/x/blader,https://x.com/blader
828,mdredze,mdredze,Mark Dredze,Academic,ai,119,1.57,119,6403,"John C Malone Professor at @JohnsHopkins @JHUCompSci @jhuclsp @jhumceh; Part time @techatbloomberg (tweets my own)
Director @hopkinsdsai
@mdredze.b...",757339410,https://github.com/mdredze,879,51,214,,{},0,False,False,,,502,https://digg.com/u/x/mdredze,https://x.com/mdredze
829,TechCrunch,techcrunch,TechCrunch,Other,tech,119,1.57,119,10352143,Technology news and analysis with a focus on founders and startup teams. Got a tip? http://techcrunch.com/tips,816653,https://github.com/techcrunch,,,1,10,{},0,False,False,,,327,https://digg.com/u/x/techcrunch,https://x.com/TechCrunch
830,complingy,complingy,Nathan Schneider,Academic,ai,118,1.557,118,4865,"Computational Linguist and Professional Nerd at Georgetown University

he/him pronouns, ALL the prepositions

@complingy@sigmoid.social @complingy....",1079871661720195074,https://github.com/nschneid,953,123,215,,{},0,False,False,,,503,https://digg.com/u/x/complingy,https://x.com/complingy
831,_xjdr,_xjdr,xjdr,Open Source,tech,118,1.557,118,28790,building AI that wont embarrass me in front of my own standards,1731404872871006208,https://github.com/xjdr-alt,645,-186,8,8.5,"{'troll': 0.1, 'banter': 3.1, 'hopeful': 8.3, 'humorous': 23.8, 'teaching': 11.7, 'combative': 1.2, 'informing': 20.8, 'announcing': 12, 'supportive': 9.1, 'provocative': 8.9, 'devils_advocate': 1}",199,False,False,,,328,https://digg.com/u/x/_xjdr,https://x.com/_xjdr
832,bodonoghue85,bodonoghue85,Brendan O'Donoghue,Researcher,ai,118,1.557,118,6868,"Director of Research at @GoogleDeepMind, working on generative models, deep learning, RL. PhD from @stanford. DiffusionGemma / Gemini Diffusion lead.",175184725,https://github.com/bodono,755,-77,188,8.2,"{'troll': 0.2, 'banter': 3, 'hopeful': 15.5, 'humorous': 15.6, 'teaching': 11.9, 'combative': 0.7, 'informing': 19.8, 'announcing': 11.4, 'supportive': 11, 'provocative': 10.9, 'devils_advocate': 0}",91,False,False,,,504,https://digg.com/u/x/bodonoghue85,https://x.com/bodonoghue85
833,zhoubolei,zhoubolei,Bolei Zhou,Academic,ai,118,1.557,118,9004,Associate Professor at the Computer Science Department  @UCLAComSci @UCLAengineering @UCLA and Chief AI Scientist at @CocoRobotics,204645278,https://github.com/zhoubolei,947,114,216,,{},0,False,False,,,505,https://digg.com/u/x/zhoubolei,https://x.com/zhoubolei
834,apaszke,apaszke,Adam Paszke,Research Engineer,ai,118,1.557,118,11475,"Author of PyTorch, Research Scientist at Google DeepMind. Currently working on Pallas, Mosaic and dex-lang. MIMUW CS & Math graduate. apaszke@types.pl",2786323310,https://github.com/apaszke,685,-149,111,9,"{'troll': 0, 'banter': 0.3, 'hopeful': 19.8, 'humorous': 14.7, 'teaching': 6, 'combative': 0, 'informing': 18.9, 'announcing': 22, 'supportive': 16.6, 'provocative': 1.7, 'devils_advocate': 0}",58,False,False,,,506,https://digg.com/u/x/apaszke,https://x.com/apaszke
835,pmddomingos,pmddomingos,Pedro Domingos,Academic,tech,118,1.557,118,131430,"Professor of computer science at UW and author of '2040' and 'The Master Algorithm'. Into machine learning, AI, and anything that makes me curious.",3270678680,,686,-149,217,8.5,"{'troll': 0.7, 'banter': 1.8, 'hopeful': 7.4, 'humorous': 19.6, 'teaching': 15.7, 'combative': 2.9, 'informing': 15.9, 'announcing': 1.2, 'supportive': 2.1, 'provocative': 31.9, 'devils_advocate': 1}",200,False,False,,,329,https://digg.com/u/x/pmddomingos,https://x.com/pmddomingos
836,caglarml,caglarml,Caglar Gulcehre,Academic,ai,118,1.557,118,5410,"Scientist MAI, Prof @ EPFL,
Ex-research scientist @ DeepMind, MSR, IBM
Socials: 
https://bsky.app/profile/caglarai.bsky.social,
http://mastodon.soc...",752505338511908864,https://github.com/caglar,878,42,218,9.2,"{'troll': 0, 'banter': 0.3, 'hopeful': 13.2, 'humorous': 5.1, 'teaching': 15.6, 'combative': 0.6, 'informing': 27.4, 'announcing': 12.4, 'supportive': 19.3, 'provocative': 4.2, 'devils_advocate': 2}",189,False,False,,,507,https://digg.com/u/x/caglarml,https://x.com/caglarml
837,peterbhase,peterbhase,Peter Hase,AI Safety,ai,117,1.544,117,3821,"I work in grantmaking for AI safety and interpretability

Currently: Schmidt Sciences, Stanford
Previously: Anthropic, AI2, Google, Meta, UNC Chape...",1119252439050354688,https://github.com/peterbhase,989,152,42,,{},0,False,False,,,508,https://digg.com/u/x/peterbhase,https://x.com/peterbhase
838,volokuleshov,volokuleshov,Volodymyr Kuleshov 🇺🇦,Academic,tech,117,1.544,117,10914,Co-Founder & Chief Scientist @_inception_ai | Prof @Cornell & @Cornell_Tech | PhD @Stanford,1616352942,https://github.com/kuleshov,563,-275,219,7.5,"{'troll': 0, 'banter': 0.9, 'hopeful': 14.2, 'humorous': 5.4, 'teaching': 10.1, 'combative': 0, 'informing': 25, 'announcing': 21.4, 'supportive': 17.6, 'provocative': 4.4, 'devils_advocate': 0.9}",180,False,False,,,330,https://digg.com/u/x/volokuleshov,https://x.com/volokuleshov
839,zhaoran_wang,zhaoran_wang,Zhaoran Wang,Academic,ai,117,1.544,117,5115,Associate Professor @NorthwesternU | PhD @Princeton | studying Reinforcement Learning,188670183,https://github.com/zhaoranwang,931,92,220,,{},0,False,False,,,509,https://digg.com/u/x/zhaoran_wang,https://x.com/zhaoran_wang
840,Google,google,Google,Company,tech,117,1.544,117,31897377,Here to help.,20536157,,578,-262,19,10,{},0,False,False,,,331,https://digg.com/u/x/google,https://x.com/Google
841,timoreilly,timoreilly,Tim O'Reilly,Founder,tech,117,1.544,117,2841498,"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold. Didn't pay for a blue check, cannot ma...",2384071,https://github.com/timoreilly,,,120,8.5,"{'troll': 0, 'banter': 0.3, 'hopeful': 10.3, 'humorous': 1.8, 'teaching': 13.9, 'combative': 0, 'informing': 32.5, 'announcing': 9.5, 'supportive': 22.7, 'provocative': 7.8, 'devils_advocate': 1.2}",178,False,False,,,332,https://digg.com/u/x/timoreilly,https://x.com/timoreilly
842,professorwcohen,professorwcohen,William Cohen,Academic,ai,117,1.544,117,2211,Also @wcohen@sigmoid.social,41259586,https://github.com/wwcohen,,,221,,{},0,False,False,,,510,https://digg.com/u/x/professorwcohen,https://x.com/professorwcohen
843,rosstaylor90,rosstaylor90,Ross Taylor,Research Engineer,tech,117,1.544,117,11784,"Co-founder and CEO @GenReasoning. Previously lots of other things like: reasoning lead Meta AI, Llama 3/2, Galactica, Papers with Code.",524807755,https://github.com/RJT1990,640,-203,112,8.5,"{'troll': 0, 'banter': 1.2, 'hopeful': 11.3, 'humorous': 8.7, 'teaching': 18.2, 'combative': 0, 'informing': 26.8, 'announcing': 12.3, 'supportive': 12, 'provocative': 7.8, 'devils_advocate': 1.7}",199,False,False,,,333,https://digg.com/u/x/rosstaylor90,https://x.com/rosstaylor90
844,taoyds,taoyds,Tao Yu,Academic,ai,117,1.544,117,6120,"@XLangNLP lab, asst. prof. @HKUniversity. author of OpenCUA, OSWorld, Aguvis, Spider, OpenAgents, Text2Reward, Instructor.",709213739145437184,https://github.com/taoyds,951,107,222,,{},0,False,False,,,511,https://digg.com/u/x/taoyds,https://x.com/taoyds
845,ajmooch,ajmooch,Andy Brock,Researcher,tech,117,1.544,117,4391,"Dimensionality Diabolist, Seeker of Optima",782356086120742912,https://github.com/ajbrock,696,-149,189,8.5,"{'troll': 0, 'banter': 3.5, 'hopeful': 6.2, 'humorous': 36.3, 'teaching': 14.2, 'combative': 0, 'informing': 16.9, 'announcing': 10.9, 'supportive': 7.8, 'provocative': 3.5, 'devils_advocate': 0.6}",153,False,False,,,334,https://digg.com/u/x/ajmooch,https://x.com/ajmooch
846,shuchaobi,shuchaobi,Shuchao Bi,Research Engineer,tech,117,1.544,117,13416,"Research at Meta Superintelligence Labs, RL/post-training/agents; Previously Research at OpenAI on multimodal and RL; Opinions are my own.",96025557,,592,-254,113,9,"{'troll': 0, 'banter': 1.6, 'hopeful': 24.3, 'humorous': 3.8, 'teaching': 17.6, 'combative': 0, 'informing': 12.8, 'announcing': 10.8, 'supportive': 20.9, 'provocative': 8.1, 'devils_advocate': 0}",91,False,False,,,335,https://digg.com/u/x/shuchaobi,https://x.com/shuchaobi
847,_julianmichael_,_julianmichael_,Julian Michael,AI Safety,ai,116,1.53,116,2122,"AI evals, alignment and safety @Meta.",1019072664600637440,https://github.com/julianmichael,994,147,43,,{},0,False,False,,,512,https://digg.com/u/x/_julianmichael_,https://x.com/_julianmichael_
848,robrombach,robrombach,Robin Rombach,Founder,tech,116,1.53,116,13580,"Krawallkrümel. Generative Models at https://bfl.ai/, made with ❤️",1154468020863086592,https://github.com/rromb,815,-33,121,8.5,"{'troll': 0, 'banter': 3.4, 'hopeful': 15.8, 'humorous': 12.6, 'teaching': 5, 'combative': 0, 'informing': 15.6, 'announcing': 23.3, 'supportive': 23.4, 'provocative': 1, 'devils_advocate': 0}",101,False,False,,,336,https://digg.com/u/x/robrombach,https://x.com/robrombach
849,realJessyLin,realjessylin,Jessy Lin,Researcher,ai,116,1.53,116,6037,cofounder @EngramLab |  prev PhD @Berkeley_AI,1250628810,https://github.com/jlin816,669,-180,190,9,{},0,False,False,,,513,https://digg.com/u/x/realjessylin,https://x.com/realJessyLin
850,gan_chuang,gan_chuang,Chuang Gan,Academic,ai,116,1.53,116,10293,Faculty Member at UMass Amherst; Principal researcher at MIT-IBM Watson AI Lab; Homepage: https://embodied-agi.cs.umass.edu/,1276214596672593920,https://github.com/chuangg,956,106,223,,{},0,False,False,,,514,https://digg.com/u/x/gan_chuang,https://x.com/gan_chuang
851,midjourney,midjourney,Midjourney,Company,tech,116,1.53,116,459199,A community supported research lab - exploring new mediums of thought and amplifying the imaginative powers of the human species.,1307056292465274880,https://github.com/midjourney,623,-228,20,10,{},0,False,False,,,337,https://digg.com/u/x/midjourney,https://x.com/midjourney
852,ying11231,ying11231,Ying Sheng,Founder,ai,116,1.53,116,16876,Cofounder & CEO @radixark @lmsysorg | @sgl_project (http://sglang.io) | Do it anyway | Be the light,1385650483801382912,https://github.com/Ying1123,654,-198,122,8.2,{},0,False,False,,,515,https://digg.com/u/x/ying11231,https://x.com/ying11231
853,friedberg,friedberg,david friedberg,Creator,tech,116,1.53,116,528490,http://ohalo.com,16359535,,,,38,7.5,"{'troll': 0, 'banter': 1.4, 'hopeful': 11.8, 'humorous': 6.6, 'teaching': 17.7, 'combative': 0.9, 'informing': 26.1, 'announcing': 8.3, 'supportive': 10.3, 'provocative': 14.8, 'devils_advocate': 2.1}",160,False,False,,,338,https://digg.com/u/x/friedberg,https://x.com/friedberg
854,danfei_xu,danfei_xu,Danfei Xu,Academic,ai,116,1.53,116,11651,"Faculty at Georgia Tech @ICatGT, Human Data for GR00T @nvidia | I like robots | all opinions are my own",1665665700,https://github.com/danfeiX,851,-3,224,,"{'troll': 0, 'banter': 0.4, 'hopeful': 14.7, 'humorous': 6.1, 'teaching': 16.6, 'combative': 0.1, 'informing': 21.3, 'announcing': 13.6, 'supportive': 18.7, 'provocative': 7.3, 'devils_advocate': 1.4}",200,False,False,,,516,https://digg.com/u/x/danfei_xu,https://x.com/danfei_xu
855,coreylynch,coreylynch,Corey Lynch,Research Engineer,ai,116,1.53,116,16263,"Director of AI at @figure_robot, building Helix 🧬",19658565,https://github.com/coreylynch,757,-98,114,7.5,"{'troll': 0, 'banter': 0.4, 'hopeful': 17.5, 'humorous': 2.4, 'teaching': 17.4, 'combative': 0, 'informing': 31.9, 'announcing': 19, 'supportive': 9.7, 'provocative': 1.2, 'devils_advocate': 0.6}",200,False,False,,,517,https://digg.com/u/x/coreylynch,https://x.com/coreylynch
856,chris_j_paxton,chris_j_paxton,Chris Paxton,Researcher,ai,116,1.53,116,33614,"Mostly posting about robots.

currently AI @agilityrobotics

prev embodied AI @AIatMeta, @NVIDIAAI. All views my own.",2244121213,https://github.com/cpaxton,787,-69,191,8,{},0,False,False,,,518,https://digg.com/u/x/chris_j_paxton,https://x.com/chris_j_paxton
857,BaiduResearch,baiduresearch,Baidu Research,Company,ai,116,1.53,116,67282,Baidu Research brings together top talent from around the world to focus on future-looking fundamental researches in #AI #deeplearning #machinelear...,2502019975,,831,-26,21,,{},0,False,False,,,519,https://digg.com/u/x/baiduresearch,https://x.com/BaiduResearch
858,JonClarkSeattle,jonclarkseattle,Jonathan Clark,Researcher,ai,116,1.53,116,2482,"Research Scientist @ Gemini Multilinguality. Learning, Languages, Evals, C++.  Previously MT@Microsoft and CMU. Opinions are my own.",26555611,,937,79,192,,{},0,False,False,,,520,https://digg.com/u/x/jonclarkseattle,https://x.com/JonClarkSeattle
859,nanjiang_cs,nanjiang_cs,Nan Jiang,Academic,ai,116,1.53,116,11510,"machine learning researcher, with focus on reinforcement learning. assoc prof @ uiuc cs. Course on RL theory (w/ videos): https://nanjiang.cs.illin...",925800751628279808,,769,-90,225,9.5,"{'troll': 0, 'banter': 1.5, 'hopeful': 4, 'humorous': 13.2, 'teaching': 25.7, 'combative': 0.1, 'informing': 21.7, 'announcing': 12.3, 'supportive': 5.9, 'provocative': 11.6, 'devils_advocate': 4.1}",200,False,False,,,521,https://digg.com/u/x/nanjiang_cs,https://x.com/nanjiang_cs
860,lintool,lintool,Jimmy Lin,Academic,ai,115,1.517,115,15237,"I profess CS-ly at @UWaterloo. Previously, I monkeyed code for @Twitter, slides for @Cloudera, and scienced for @yupp_ai.",114485232,https://github.com/lintool,954,94,226,,{},0,False,False,,,522,https://digg.com/u/x/lintool,https://x.com/lintool
861,kaicathyc,kaicathyc,Kai,Researcher,tech,115,1.517,115,15315,Occasionally here. Currently research @OpenAI.,1181779988,https://github.com/cathykc,867,6,193,9,"{'troll': 0, 'banter': 7.5, 'hopeful': 14.2, 'humorous': 28.5, 'teaching': 3.8, 'combative': 0, 'informing': 14.6, 'announcing': 11.4, 'supportive': 14.5, 'provocative': 4.9, 'devils_advocate': 0.5}",79,False,False,,,339,https://digg.com/u/x/kaicathyc,https://x.com/kaicathyc
862,mervenoyann,mervenoyann,merve,Open Source,ai,115,1.517,115,88462,(mer-veh) open-sourceress at @huggingface 🧙🏻‍♀️ DM me for any feedback about HF 🤗 https://github.com/merveenoyan/smol-vision,1202267633049100291,https://github.com/merveenoyan,722,-140,9,7,{},0,False,False,,,523,https://digg.com/u/x/mervenoyann,https://x.com/mervenoyann
863,geomblog,geomblog,Suresh Venkatasubramanian (mostly in the sky now),Academic,ai,115,1.517,115,11940,AI Bill of Rights coauthor. Prof@BrownUniversity.  Former tech advisor to President Biden @WHOSTP. He/him/his. Tweets my own.,1368571,https://github.com/geomblog,868,5,227,,"{'troll': 0, 'banter': 3.1, 'hopeful': 7.5, 'humorous': 14.1, 'teaching': 11, 'combative': 0.3, 'informing': 31, 'announcing': 3.7, 'supportive': 19.7, 'provocative': 7.7, 'devils_advocate': 2}",199,False,False,,,524,https://digg.com/u/x/geomblog,https://x.com/geomblog
864,natschluter,natschluter,Natalie Schluter,Researcher,ai,115,1.517,115,5305,"#NoJusticeNoPeace--
Machine Learning Researcher at Apple MLR--
All tweets/opinions my own",1499527722,https://github.com/natschluter,946,82,194,,{},0,False,False,,,525,https://digg.com/u/x/natschluter,https://x.com/natschluter
865,jessyjli,jessyjli,Jessy Li,Academic,ai,115,1.517,115,4523,"Associate Professor @UTAustin @UT_Linguistics, computational linguistics and #NLProc",202355029,,936,71,228,,{},0,False,False,,,526,https://digg.com/u/x/jessyjli,https://x.com/jessyjli
866,Altimor,altimor,Flo Crivello,Founder,tech,115,1.517,115,49283,"Founder @getlindy. ""Striving to remember the obvious over grasping the esoteric.""",21125274,https://github.com/altimor,,,123,9,"{'troll': 0.2, 'banter': 3.2, 'hopeful': 7.6, 'humorous': 17.3, 'teaching': 13.4, 'combative': 2, 'informing': 20.1, 'announcing': 9.2, 'supportive': 6.3, 'provocative': 19.3, 'devils_advocate': 1.4}",198,False,False,,,340,https://digg.com/u/x/altimor,https://x.com/Altimor
867,LM_Braswell,lm_braswell,"""Leigh Marie"" Braswell",Investor,tech,115,1.517,115,21207,"partner @kleinerperkins; previously investing @foundersfund, first pm & early eng @scale_ai; if you like infra, ML, or poker let's chat",2503070893,https://github.com/leighmarie,,,45,8.5,{},0,False,False,,,341,https://digg.com/u/x/lm_braswell,https://x.com/LM_Braswell
868,rao2z,rao2z,Subbarao Kambhampati (కంభంపాటి సుబ్బారావు),Academic,ai,115,1.517,115,27958,AI researcher & teacher @SCAI_ASU.  Former President of @RealAAAI; Chair of @AAAS Sec T. Here to tweach #AI. YouTube Ch: http://bit.ly/38twrAV Bsky...,2850858010,https://github.com/rao2z,703,-165,229,,"{'troll': 0, 'banter': 2.3, 'hopeful': 4.9, 'humorous': 23.2, 'teaching': 12.6, 'combative': 0.2, 'informing': 18.8, 'announcing': 16.1, 'supportive': 7.8, 'provocative': 13.4, 'devils_advocate': 0.8}",180,False,False,,,527,https://digg.com/u/x/rao2z,https://x.com/rao2z
869,micahgoldblum,micahgoldblum,Micah Goldblum,Academic,ai,115,1.517,115,8886,🤖Prof at Columbia University 🏙️.  All things machine learning.🤖,2932062039,https://github.com/goldblum,853,-16,230,,{},0,False,False,,,528,https://digg.com/u/x/micahgoldblum,https://x.com/micahgoldblum
870,mikeknoop,mikeknoop,Mike Knoop,Founder,tech,115,1.517,115,24347,co-founder @ndea and @zapier @arcprize,57444441,https://github.com/mikeknoop,,,124,8,{},0,False,False,,,342,https://digg.com/u/x/mikeknoop,https://x.com/mikeknoop
871,schrep,schrep,Mike Schroepfer,Investor,tech,115,1.517,115,99745,"founder @Gigascale, Sr Fellow/fmr CTO @Meta, founder @AdditionalVent. Let’s go build!",6182852,,,,46,7.5,"{'troll': 0, 'banter': 1.9, 'hopeful': 23.4, 'humorous': 7.7, 'teaching': 9.4, 'combative': 0, 'informing': 20.4, 'announcing': 13.2, 'supportive': 19.2, 'provocative': 4.1, 'devils_advocate': 0.8}",180,False,False,,,343,https://digg.com/u/x/schrep,https://x.com/schrep
872,realDanFu,realdanfu,Dan Fu,Research Engineer,ai,114,1.504,114,7829,"VP, Kernels @togethercompute
Assistant Professor @ucsd_cse

Looking for talented kernel engineers and performance engineers!",1173687463790829568,https://github.com/danfu09,753,-119,115,7.5,{},0,False,False,,,529,https://digg.com/u/x/realdanfu,https://x.com/realDanFu
873,DKokotajlo,dkokotajlo,Daniel Kokotajlo,AI Safety,tech,114,1.504,114,32070,,1726760827452350464,,620,-253,44,8,"{'troll': 0, 'banter': 0.7, 'hopeful': 7.6, 'humorous': 3, 'teaching': 16.2, 'combative': 0.1, 'informing': 34.4, 'announcing': 12.1, 'supportive': 17.7, 'provocative': 7.9, 'devils_advocate': 0.4}",187,False,False,,,344,https://digg.com/u/x/dkokotajlo,https://x.com/DKokotajlo
874,aminkarbasi,aminkarbasi,Amin Karbasi,Researcher,ai,114,1.504,114,13346,"VP & Chief AI Scientist at Cisco. Former Chief Scientist at Robust Intelligence (acquired by Cisco). ex Prof at Yale, ex Googler. Views my own.",1878909680,https://github.com/aminkarbasi,,,195,,{},0,False,False,,,530,https://digg.com/u/x/aminkarbasi,https://x.com/aminkarbasi
875,armandjoulin,armandjoulin,Armand Joulin,Open Source,ai,114,1.504,114,6253,"distinguished scientist, @googledeepmind. ex director of fair emea at @metaai. led a few open projects: llama, fasttext, dino, and now gemma.",22243503,https://github.com/ajoulin,684,-191,10,8,"{'troll': 0, 'banter': 2.1, 'hopeful': 14.9, 'humorous': 9.8, 'teaching': 7.1, 'combative': 0, 'informing': 16.8, 'announcing': 17.6, 'supportive': 26.4, 'provocative': 4.4, 'devils_advocate': 0.9}",45,False,False,,,531,https://digg.com/u/x/armandjoulin,https://x.com/armandjoulin
